REPORT_NUMBER,CRASH_YEAR,CRASH_DATE_AND_TIME,REPORT_DATE_AND_TIME,INVESTIGATING_AGENCY_REPORT_NUMBER,FORM_TYPE,TOTAL_NUMBER_OF_VEHICLES,TOTAL_NUMBER_OF_PERSONS,COUNTY_CODE,CITY_CODE,COUNTY_NAME,CITY_NAME,RURAL_OR_URBAN,NOTIFIED_TIME,DISPATCHED_TIME,ARRIVED_TIME,CLEARED_TIME,COMPLETED_FLAG,NOTIFIED_BY,ON_STREET_ROAD_HIGHWAY,STREET_ADDRESS_NUMBER,LATITUDE,LONGITUDE,FEET_FROM_INTERSECTION,DIRECTION_FROM_INTERSECTION,FROM_INTERSECTION_OF,MILEPOST_NUMBER,ROAD_SYSTEM_IDENTIFER,TYPE_OF_SHOULDER,TYPE_OF_INTERSECTION,PHOTOS_TAKEN,LIGHT_CONDITION,WEATHER_CONDITION,ROAD_SURFACE_CONDITION,SCHOOL_BUS_RELATED_CODE,TYPE_OF_IMPACT,FIRST_HARMFUL_EVENT,LOCATION,INTERCHANGE_FLAG,JUNCTION_FLAG,ROAD_CIRCUMSTANCES_1,ROAD_CIRCUMSTANCES_2,ROAD_CIRCUMSTANCES_3,ENVIRONMENT_CIRCUMSTANCES_1,ENVIRONMENT_CIRCUMSTANCES_2,ENVIRONMENT_CIRCUMSTANCES_3,WORK_ZONE_RELATED_FLAG,CRASH_IN_WORK_ZONE,TYPE_OF_WORK_ZONE,WORKERS_PRESENT,LAW_ENFORCEMENT_PRESENT,INVESTIGATOR_RANK,INVESTIGATING_AGENCY_NAME,INVESTIGATING_AGENCY_TYPE,LOAD_DATE,CODEABLE,S4_CRASH_TYPE,S4_CRASH_TYPE_SIMPLIFIED,S4_CRASH_SEVERITY,S4_CRASH_SEVERITY_DETAIL,S4_DAY_OR_NIGHT,S4_IS_AGGRESSIVE_DRIVING,S4_IS_ALCOHOL_RELATED,S4_IS_CMV_INVOLVED,S4_IS_DISTRACTED,S4_IS_DRUG_RELATED,S4_IS_HIT_AND_RUN,S4_IS_INTERSECTION_RELATED,S4_IS_LANE_DEPARTURE_RELATED,S4_IS_SPEEDING_RELATED,S4_NONE_INJURY_COUNT,S4_INJURY_COUNT,S4_POSSIBLE_INJURY_COUNT,S4_NON_INCAPACITATING_INJURY_COUNT,S4_INCAPACITATING_INJURY_COUNT,S4_FATALITY_COUNT,S4_FATALITY_WITHIN_30_DAYS_COUNT,S4_NON_TRAFFIC_FATALITY_COUNT,S4_TRAILER_COUNT,S4_MOTORCYCLE_COUNT,S4_MOPED_COUNT,S4_NON_MOTORIST_COUNT,S4_BICYCLIST_COUNT,S4_PEDESTRIAN_COUNT,S4_DRIVER_COUNT,S4_AGING_DRIVER_COUNT,S4_TEENAGER_DRIVER_COUNT,S4_PASSENGER_COUNT,S4_UNRESTRAINED_COUNT,S4_UNRESTRAINED_INJURY_COUNT,S4_UNRESTRAINED_INCAPACITATING_INJURY_COUNT,S4_UNRESTRAINED_FATALITY_COUNT,S4_MOTORCYCLIST_COUNT,S4_MOTORCYCLIST_INCAPACITATING_INJURY_COUNT,S4_MOTORCYCLIST_FATALITY_COUNT,S4_IS_PEDESTRIAN_INVOLVED,S4_PEDESTRIAN_INCAPACITATING_INJURY_COUNT,S4_PEDESTRIAN_FATALITY_COUNT,S4_IS_BICYCLIST_INVOLVED,S4_BICYCLIST_INCAPACITATING_INJURY_COUNT,S4_BICYCLIST_FATALITY_COUNT,S4_CITATION_COUNT,S4_CITATION_AMOUNT,S4_PROPERTY_DAMAGE_COUNT,S4_PROPERTY_DAMAGE_AMOUNT,S4_VEHICLE_DAMAGE_COUNT,S4_VEHICLE_DAMAGE_AMOUNT,S4_TOTAL_DAMAGE_AMOUNT,S4_TRANSPORT_BY_EMS_COUNT,S4_TRANSPORT_BY_LAW_ENFORCEMENT_COUNT,S4_TRANSPORT_BY_OTHER_COUNT,S4_GEOLOCATION_STATUS,S4_PRELIMINARY_GEOLOCATION_STATUS,S4_X,S4_Y,S4_LATITUDE,S4_LONGITUDE
89644207,2023,5/10/2023 17:30,9/5/2023 11:00,FHP23ON0244978,L,4,5,2,38,Duval,Jacksonville,Urban,5/10/2023 17:35,5/10/2023 17:44,5/10/2023 17:51,5/10/2023 19:16,Y,Law Enforcement,I-295,,30.26861,-81.52059,48,South,SR 202 (BUTLER BLVD),,Interstate,Paved,Not at Intersection,N,Daylight,Cloudy,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),5/25/2023 14:50,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,Y,N,N,N,N,N,2,3,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,N,0,0,N,0,0,2,0,0,0,4,22000,22000,2,0,0,Preliminary,Editor Mapped,450491.3272,3346150.515,30.24594466,-81.51459173
25688910,2023,8/14/2023 6:40,8/14/2023 7:11,487712,L,3,4,2,38,Duval,Jacksonville,Urban,8/14/2023 6:43,8/14/2023 6:43,8/14/2023 6:52,8/14/2023 8:36,Y,Law Enforcement,SR-115 OFF-RAMP,,30.32199393,-81.5587792,133,South,ARLINGTON EXPY,,State,Unpaved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),8/15/2023 14:58,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,0,4,1,2,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,3,30000,30000,3,0,0,Preliminary,Editor Mapped,446280.1396,3354597.396,30.32198831,-81.55879282
26095868,2023,8/15/2023 17:30,8/15/2023 18:08,491729,L,2,5,2,38,Duval,Jacksonville,Urban,8/15/2023 17:34,8/15/2023 17:56,8/15/2023 17:58,8/15/2023 18:43,Y,Law Enforcement,BEACH BLVD,,30.28695197,-81.52505514,174,East,SAINT JOHNS BLUFF RD S,,U.S.,Curb,Four-Way Intersection,N,Daylight,Clear,Wet,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Intersection-Related,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),8/17/2023 15:52,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,2,1000,1000,1,0,0,Preliminary,Editor Mapped,449505.9289,3350698.701,30.28694625,-81.52505192
89655783,2023,7/21/2023 7:34,7/21/2023 8:34,FHP23ON0379456,L,3,4,2,38,Duval,Jacksonville,Urban,7/21/2023 7:39,7/21/2023 7:45,7/21/2023 8:08,7/21/2023 9:35,Y,Law Enforcement,INTERSTATE 95 SB,,30.33733,-81.66917,45209794,North,KINGS ROAD,,Interstate,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Other,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),8/3/2023 14:54,Y,Other,Other,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,4,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,2,470,3,20500,20970,1,0,0,Verified,n/a,435633.5544,3356261.181,30.33648162,-81.66963468
89655790,2023,7/31/2023 16:30,7/31/2023 16:57,FHP23ON0399249,L,1,1,2,38,Duval,Jacksonville,Urban,7/31/2023 16:35,7/31/2023 16:37,7/31/2023 16:42,7/31/2023 17:10,Y,Law Enforcement,STATE ROAD 202 EB,,30.25237,-81.4985,45240861,East,KERNAN BOULEVARD,,State,Paved,Not at Intersection,N,Daylight,Cloudy,Dry,N,Other,Fell/Jumped From Motor Vehicle,On Roadway,N,Non-Junction,None,,,None,,,Y,Activity Area,Work on Shoulder or Median,Y,N,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),8/14/2023 14:47,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,DAY,N,N,N,Y,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,1,0,0,0,1,1500,1500,1,0,0,Verified,n/a,452956.9346,3346706.605,30.25106094,-81.48898993
26096126,2023,9/1/2023 10:09,9/1/2023 10:45,530042,L,2,2,2,38,Duval,Jacksonville,Urban,9/1/2023 10:09,9/1/2023 10:11,9/1/2023 10:33,9/1/2023 11:33,Y,Law Enforcement,BARTRAM PARK BLVD,,30.12735697,-81.53479415,0,,DEEP LEAF DR,,Local,Curb,Four-Way Intersection,N,Daylight,Clear,Dry,N,Other,Other Non-Collision,On Roadway,N,Intersection,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),9/6/2023 16:36,Y,Left Leaving,Left Turn,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,1,0,0,0,1,2500,2500,1,0,0,Preliminary,Editor Mapped,448486.2628,3333017.714,30.12735128,-81.53479094
25332390,2023,6/11/2023 16:27,7/10/2023 14:14,349040,L,1,1,2,38,Duval,Jacksonville,Urban,6/11/2023 16:29,6/11/2023 16:30,6/11/2023 16:39,6/11/2023 18:41,Y,Law Enforcement,YELLOW BLUFF ROAD,,30.53380826,-81.60085244,1247,West,DEESE ROAD,,Local,Unpaved,Not at Intersection,Y,Daylight,Clear,Wet,N,Other,Utility Pole/Light Support,Off Roadway,N,Non-Junction,Road Surface Condition,,,Weather Conditions,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),6/12/2023 14:58,Y,Off Road,Off Road,Fatality,Fatal (within 30 days),DAY,N,N,N,N,N,N,N,Y,N,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,1,15000,15000,0,0,1,Verified,n/a,442358.5779,3378075.201,30.53366026,-81.6008801
89624069,2023,7/13/2023 2:36,7/13/2023 3:15,FHP23ON0363783,L,1,1,2,38,Duval,Jacksonville,Urban,7/13/2023 2:42,7/13/2023 2:43,7/13/2023 2:59,7/13/2023 3:40,Y,Law Enforcement,INTERSTATE 95 (STATE ROAD 9),,30.17162017,-81.55725932,2369,South,INTERSTATE 295 (STATE ROAD 9A),,Interstate,Paved,Not at Intersection,N,Dark - Lighted,Clear,Dry,N,Other,Overturn/Rollover,Median,Y,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),7/23/2023 14:43,Y,Rollover,Rollover,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,0,0,0,0,1,5000,5000,1,0,0,Preliminary,Editor Mapped,446343.7783,3337935.81,30.17163961,-81.55728174
89680417,2023,7/22/2023 12:12,7/22/2023 12:56,FHP23ON0381995,L,2,6,2,38,Duval,Jacksonville,Urban,7/22/2023 12:21,7/22/2023 12:23,7/22/2023 12:54,7/22/2023 13:48,Y,Law Enforcement,INTERSTATE 95 NB,,30.38256,-81.6727,1791,South,LEM TURNER ROAD,,Interstate,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),7/27/2023 21:22,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,6,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,24000,24000,5,0,0,Preliminary,Editor Mapped,435476.434,3360656.916,30.37613815,-81.67154006
25070869,2023,3/3/2023 12:55,7/10/2023 12:55,FHP23ON0113028,L,2,1,2,38,Duval,Jacksonville,Urban,3/3/2023 13:05,3/3/2023 13:09,3/3/2023 13:18,3/3/2023 16:35,Y,Law Enforcement,INTERSTATE 95,,30.12888873,-81.52845633,3824,South,STATE ROAD 9B,,Interstate,Paved,Not at Intersection,Y,Daylight,Cloudy,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),3/10/2023 15:05,Y,Rear End,Rear End,Fatality,Fatal (within 30 days),DAY,N,N,N,N,Y,Y,N,Y,N,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,N,0,0,N,0,0,0,0,0,0,1,15000,15000,1,0,0,Verified,n/a,449103.37,3333184.625,30.12888343,-81.52839268
89681822,2023,8/3/2023 19:25,8/3/2023 20:22,FHP23ON0405231,L,2,3,2,38,Duval,Jacksonville,Urban,8/3/2023 19:27,8/3/2023 19:48,8/3/2023 19:59,8/3/2023 22:09,Y,Law Enforcement,I-95,,30.34736,-81.66826,841,South,8TH ST,,Interstate,Paved,Not at Intersection,N,Daylight,Cloudy,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),8/14/2023 14:47,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,Y,N,N,N,N,N,0,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,4000,4000,2,0,0,Preliminary,Editor Mapped,435771.2761,3357527.465,30.34791529,-81.6682796
24116149,2023,8/11/2023 11:31,8/11/2023 11:48,481787,L,2,2,2,38,Duval,Jacksonville,Urban,8/11/2023 11:32,8/11/2023 11:33,8/11/2023 11:43,8/11/2023 12:45,Y,Law Enforcement,US 115,,30.3930855,-81.68105229,0,,PALMDALE ST,,State,Curb,T-Intersection,N,Daylight,Cloudy,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,Y,Intersection,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),8/15/2023 14:58,Y,Right Angle,Angle,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,20000,20000,1,0,0,Preliminary,Editor Mapped,434574.0517,3362539.812,30.39307975,-81.68104902
89695375,2023,10/27/2023 14:03,10/27/2023 15:00,FHP23ON0564858,L,1,2,2,38,Duval,Jacksonville,Urban,10/27/2023 14:08,10/27/2023 14:14,10/27/2023 14:29,10/27/2023 15:39,Y,Law Enforcement,INTERSTATE 295 (STATE ROAD 9A),,30.24919445,-81.76340667,45130751,North,103RD STREET EXIT RAMP,,Interstate,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Other,Utility Pole/Light Support,Off Roadway,N,Entrance/Exit Ramp,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),11/16/2023 3:25,Y,Off Road,Off Road,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,2,6000,1,5000,11000,2,0,0,Verified,n/a,426555.8514,3346645.151,30.24919465,-81.7633954
89670130,2023,7/1/2023 11:45,7/1/2023 13:33,FHP23ON0342538,L,4,9,2,38,Duval,Jacksonville,Urban,7/1/2023 11:46,7/1/2023 11:58,7/1/2023 12:09,7/1/2023 15:04,Y,Law Enforcement,WESTBOUND INTERSTATE 10,,30.30793865,-81.86647133,288,East,MM 351,,Interstate,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),7/12/2023 14:59,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,Y,N,N,N,N,N,6,3,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,4,25500,25500,3,0,0,Preliminary,Editor Mapped,416686.1797,3353222.507,30.30790545,-81.86649508
89654584,2023,5/20/2023 1:10,7/21/2023 17:05,FHP23ON0262777,L,2,2,2,38,Duval,Jacksonville,Urban,5/20/2023 1:14,5/20/2023 1:17,5/20/2023 1:36,5/20/2023 2:59,Y,Law Enforcement,INTERSTATE 10 EASTBOUND,,30.31384224,-81.80740073,8593,West,HAMMOND BOULEVARD,,Interstate,Paved,Not at Intersection,Y,Dark - Lighted,Cloudy,Dry,N,Front to Front,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),5/30/2023 14:46,Y,Head On,Head On,Serious Injury,Incapacitating Injury,NIGHT,N,Y,N,N,Y,N,N,Y,N,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,3,0,0,0,2,20000,20000,2,0,0,Preliminary,Editor Mapped,422372.667,3353834.593,30.31380674,-81.80740386
89644256,2023,7/2/2023 16:45,7/2/2023 17:03,FHP23ON0344908,L,3,5,2,38,Duval,Jacksonville,Urban,7/2/2023 16:51,7/2/2023 16:51,7/2/2023 16:51,7/2/2023 20:17,Y,Law Enforcement,I-10,,30.28913,-81.9828,665,West,US 301,,Interstate,Paved,Not at Intersection,N,Daylight,Cloudy,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),7/12/2023 14:59,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,N,N,2,3,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,3,26000,26000,2,0,0,Preliminary,Editor Mapped,405216.5854,3351180.279,30.28863446,-81.98558495
89701249,2023,8/24/2023 18:58,8/24/2023 19:39,FHP23ON0445382,L,2,3,2,38,Duval,Jacksonville,Urban,8/24/2023 19:03,8/24/2023 19:09,8/24/2023 19:21,8/24/2023 21:18,Y,Law Enforcement,INTERSTATE 10 WB,,30.30438395,-81.89927353,7333,West,STATE ROAD 23,,Interstate,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),9/4/2023 16:28,Y,Same Direction Sideswipe,Sideswipe,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,3,0,0,0,2,23000,23000,1,0,0,Preliminary,Editor Mapped,413533.614,3352867.084,30.30447722,-81.89925035
89679440,2023,8/7/2023 16:00,8/7/2023 16:57,FHP23ON0412415,L,1,3,2,38,Duval,Jacksonville,Urban,8/7/2023 16:25,8/7/2023 16:27,8/7/2023 16:33,8/7/2023 18:02,Y,Law Enforcement,INTERSTATE 95 (NB EXIT RAMP),,30.36467886,-81.6676895,45210568,West,GOLFAIR BLVD,,Interstate,Paved,Other,Y,Daylight,Clear,Dry,N,Other,Pedestrian,On Roadway,N,Entrance/Exit Ramp,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),8/22/2023 14:58,Y,Pedestrian,Pedestrian,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,N,N,1,2,0,1,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,Y,1,0,N,0,0,0,0,0,0,1,500,500,2,0,0,Verified,n/a,435832.9532,3359380.81,30.36464223,-81.66775148
25671618,2023,7/23/2023 0:27,8/28/2023 13:24,439565,L,2,6,2,38,Duval,Jacksonville,Urban,7/23/2023 0:28,7/23/2023 0:28,7/23/2023 0:30,7/23/2023 1:58,Y,Law Enforcement,US 23 (KINGS ROAD),,30.34857014,-81.69553475,0,,FLAG STREET,,U.S.,Paved,Four-Way Intersection,Y,Dark - Lighted,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),7/25/2023 14:52,Y,Left Entering,Left Turn,Fatality,Fatal (within 30 days),NIGHT,N,N,Y,N,N,N,Y,N,N,2,3,0,0,3,1,1,0,1,0,0,0,0,0,2,0,0,4,5,3,3,1,0,0,0,N,0,0,N,0,0,1,0,0,0,2,27000,27000,4,0,0,Verified,n/a,433151.3633,3357615.587,30.34856829,-81.69554294
25336301,2023,7/30/2023 19:43,7/30/2023 20:30,456086,L,2,2,2,38,Duval,Jacksonville,Urban,7/30/2023 19:43,7/30/2023 19:45,7/30/2023 19:50,7/30/2023 20:30,Y,Law Enforcement,ST,103RD,30.24720114,-81.83578758,0,,SAMARITAN WAY,,State,Curb,Four-Way Intersection,N,Dusk,Cloudy,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,Y,Intersection,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),7/31/2023 14:46,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,Y,N,N,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,20000,20000,1,0,0,Preliminary,Editor Mapped,419589.6557,3346472.567,30.24719543,-81.83578428
89674452,2023,7/22/2023 17:45,9/11/2023 15:13,FHP23ON0382731,L,1,2,2,38,Duval,Jacksonville,Urban,7/22/2023 17:50,7/22/2023 17:54,7/22/2023 18:13,7/22/2023 22:00,Y,Law Enforcement,INTERSTATE 95 SOUTHBOUND,,30.38256,-81.6727,686,North,STATE ROAD 115 (LEM TURNER ROAD),,Interstate,Paved,Not at Intersection,Y,Daylight,Rain,Wet,N,Other,Overturn/Rollover,On Roadway,N,Non-Junction,"Worn, Travel-Polished Surface",,,Weather Conditions,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),8/11/2023 15:00,Y,Rollover,Rollover,Fatality,Fatal (within 30 days),DAY,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,N,0,0,N,0,0,0,0,0,0,1,2500,2500,2,0,0,Verified,n/a,435354.0694,3361375.46,30.38261535,-81.67285793
25679529,2023,7/17/2023 15:10,7/17/2023 15:41,427637,L,4,3,2,38,Duval,Jacksonville,Urban,7/17/2023 15:13,7/17/2023 15:14,7/17/2023 15:19,7/17/2023 16:24,N,Law Enforcement,NORMANDY BLVD,,30.30286984,-81.7596832,164,West,LA MARCHE DR,,State,Curb,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Intersection-Related,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),7/20/2023 14:53,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,Y,Y,N,N,1,2,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,3,18500,18500,1,0,0,Preliminary,Editor Mapped,426945.235,3352597.166,30.3029258,-81.75976195
89710067,2023,8/30/2023 0:23,8/30/2023 0:58,FHP23ON0455308,L,1,1,2,38,Duval,Jacksonville,Urban,8/30/2023 0:33,8/30/2023 0:36,8/30/2023 0:44,8/30/2023 2:00,Y,Law Enforcement,INTERSTATE 295,,30.20023511,-81.51372555,232529710,South,BAYMEADOWS ROAD,,Interstate,Paved,Not at Intersection,N,Dark - Lighted,Cloudy,Dry,N,Other,Motor Vehicle in Transport,Off Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),9/11/2023 17:16,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,N,0,0,N,0,0,2,0,1,1000,1,25000,26000,1,0,0,Verified,n/a,450568.3879,3342003.834,30.20852843,-81.51359629
86643825,2023,4/20/2023 20:57,7/18/2023 7:39,235544,L,2,2,2,38,Duval,Jacksonville,Urban,4/20/2023 20:57,4/20/2023 20:57,4/20/2023 21:09,4/20/2023 22:31,Y,Law Enforcement,ELLIS RD SOUTH,,30.29768661,-81.74334754,48,North,ELLIS TRACE DR N,,Local,Unpaved,Not at Intersection,Y,Daylight,Clear,Dry,N,Front to Front,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),4/22/2023 15:30,Y,Head On,Head On,Fatality,Fatal (within 30 days),NIGHT,N,Y,N,N,Y,N,N,Y,N,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,N,0,0,N,0,0,0,0,0,0,2,10000,10000,1,0,0,Verified,n/a,428520.114,3352005.487,30.29768088,-81.74334427
89611241,2023,3/9/2023 18:18,8/31/2023 14:16,FHP23ON0125475,L,1,2,2,38,Duval,Jacksonville,Urban,3/9/2023 18:23,3/9/2023 18:26,3/9/2023 18:33,3/9/2023 22:16,Y,Law Enforcement,INTERSTATE 95,,30.51743,-81.63423,7936,North,PECAN PARK,,Interstate,Paved,Not at Intersection,Y,Daylight,Clear,Dry,N,Other,Tree (standing),Off Roadway,Y,Non-Junction,None,,,None,,,N,,,,,CPL,Florida Highway Patrol,Florida Highway Patrol (FHP),3/23/2023 14:24,Y,Off Road,Off Road,Fatality,Fatal (within 30 days),DAY,N,N,N,N,N,N,N,Y,N,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,N,0,0,N,0,0,1,0,0,0,1,10000,10000,1,0,1,Verified,n/a,438832.7605,3379134.927,30.54304779,-81.63769542
